"","exp_name","cell_name","Menthol.400uM","AITC.100uM","Capsaicin.300nM","K.40mM"
"X.3969","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3969",0,0,0,0
"X.3970","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3970",1,1,0,0
"X.3971","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3971",1,1,0,0
"X.3972","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3972",0,0,0,0
"X.3973","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3973",0,0,0,0
"X.3974","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3974",0,0,0,0
"X.3975","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3975",0,0,0,0
"X.3976","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3976",0,0,0,0
"X.3977","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3977",0,0,0,0
"X.3978","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3978",0,0,0,0
"X.3979","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3979",0,0,0,0
"X.3980","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3980",0,0,0,0
"X.3981","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3981",0,0,0,0
"X.3982","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3982",0,0,0,0
"X.3983","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3983",0,0,0,0
"X.3984","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3984",0,0,0,0
"X.3985","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3985",0,0,0,0
"X.3986","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3986",0,0,0,0
"X.3987","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3987",0,1,1,0
"X.3988","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3988",0,0,0,0
"X.3989","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3989",0,1,1,0
"X.3990","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3990",0,0,0,0
"X.3991","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3991",0,0,0,0
"X.3992","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3992",0,0,0,0
"X.3993","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3993",0,0,0,0
"X.3994","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3994",0,0,0,0
"X.3995","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3995",0,0,0,0
"X.3996","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3996",0,0,0,0
"X.3997","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3997",0,0,0,0
"X.3998","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3998",0,0,1,0
"X.3999","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.3999",0,0,0,0
"X.4000","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4000",0,0,0,0
"X.4001","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4001",0,0,0,0
"X.4002","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4002",0,0,0,0
"X.4003","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4003",0,0,0,0
"X.4004","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4004",0,0,0,0
"X.4005","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4005",0,0,0,0
"X.4006","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4006",1,0,0,1
"X.4007","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4007",0,1,0,1
"X.4008","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4008",0,0,0,0
"X.4009","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4009",0,1,0,0
"X.4010","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4010",0,0,1,1
"X.4011","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4011",0,0,1,0
"X.4012","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4012",0,0,0,0
"X.4013","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4013",0,0,0,0
"X.4014","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4014",0,0,1,0
"X.4015","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4015",0,0,0,0
"X.4016","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4016",1,0,0,1
"X.4017","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4017",0,1,0,0
"X.4018","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4018",0,0,1,0
"X.4019","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4019",0,0,0,0
"X.4020","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4020",0,0,0,0
"X.4021","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4021",1,0,0,0
"X.4022","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4022",0,0,0,0
"X.4023","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4023",1,0,0,0
"X.4024","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4024",0,0,0,0
"X.4025","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4025",0,0,0,0
"X.4026","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4026",0,0,0,0
"X.4027","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4027",0,0,1,0
"X.4028","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4028",0,0,0,0
"X.4029","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4029",0,0,0,0
"X.4030","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4030",0,0,0,0
"X.4031","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4031",0,0,0,0
"X.4032","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4032",1,1,0,0
"X.4033","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4033",0,0,0,0
"X.4034","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4034",0,0,0,0
"X.4035","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4035",0,0,0,0
"X.4036","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4036",0,0,0,0
"X.4037","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4037",0,0,0,0
"X.4038","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4038",0,0,0,0
"X.4039","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4039",0,0,1,0
"X.4040","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4040",0,0,0,0
"X.4041","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4041",0,0,0,0
"X.4042","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4042",0,0,0,0
"X.4043","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4043",0,0,0,0
"X.4044","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4044",0,0,0,0
"X.4045","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4045",0,0,0,0
"X.4046","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4046",0,0,0,1
"X.4047","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4047",0,0,1,0
"X.4048","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4048",0,0,0,0
"X.4049","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4049",0,0,0,0
"X.4050","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4050",0,0,1,0
"X.4051","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4051",0,0,0,0
"X.4052","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4052",0,0,0,1
"X.4053","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4053",0,0,0,0
"X.4054","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4054",0,0,0,0
"X.4055","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4055",0,0,0,0
"X.4056","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4056",0,0,0,0
"X.4057","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4057",0,0,0,0
"X.4058","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4058",0,0,0,0
"X.4059","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4059",0,0,0,0
"X.4060","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4060",0,0,0,0
"X.4061","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4061",0,0,0,0
"X.4062","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4062",0,0,0,0
"X.4063","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4063",0,0,0,0
"X.4064","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4064",0,0,0,0
"X.4065","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4065",0,0,0,0
"X.4066","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4066",0,0,0,0
"X.4067","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4067",0,0,0,0
"X.4068","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4068",0,0,0,0
"X.4069","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4069",0,0,0,0
"X.4070","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4070",0,0,0,0
"X.4071","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4071",0,1,0,0
"X.4072","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4072",0,0,0,0
"X.4073","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4073",0,0,0,0
"X.4074","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4074",0,0,0,1
"X.4075","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4075",0,1,1,0
"X.4076","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4076",0,0,0,0
"X.4077","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4077",0,0,0,0
"X.4078","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4078",0,0,1,0
"X.4079","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4079",1,0,0,1
"X.4080","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4080",0,1,0,1
"X.4081","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4081",0,0,0,1
"X.4082","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4082",0,0,0,0
"X.4083","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4083",0,0,0,0
"X.4084","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4084",0,0,0,0
"X.4085","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4085",0,0,0,0
"X.4086","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4086",0,0,0,0
"X.4087","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4087",0,0,0,0
"X.4088","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4088",0,0,0,0
"X.4089","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4089",0,1,0,0
"X.4090","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4090",0,0,0,0
"X.4091","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4091",0,0,0,0
"X.4092","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4092",0,0,0,0
"X.4093","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4093",0,0,0,0
"X.4094","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4094",0,0,0,0
"X.4095","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4095",0,0,0,0
"X.4096","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4096",0,0,0,0
"X.4097","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4097",0,0,0,0
"X.4098","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4098",0,0,1,0
"X.4099","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4099",0,0,0,0
"X.4100","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4100",0,0,0,0
"X.4101","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4101",0,0,0,0
"X.4102","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4102",0,0,0,0
"X.4103","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4103",0,0,0,0
"X.4104","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4104",0,0,0,0
"X.4105","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4105",0,0,0,0
"X.4106","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4106",0,1,1,0
"X.4107","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4107",0,1,0,0
"X.4108","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4108",0,0,0,0
"X.4109","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4109",0,0,1,0
"X.4110","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4110",0,0,0,0
"X.4111","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4111",0,0,0,0
"X.4112","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4112",0,0,0,0
"X.4113","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4113",0,0,0,0
"X.4114","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4114",0,1,0,0
"X.4115","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4115",0,0,0,0
"X.4116","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4116",0,0,0,0
"X.4117","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4117",0,0,0,0
"X.4118","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4118",0,1,0,1
"X.4119","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4119",0,0,0,0
"X.4120","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4120",0,0,0,0
"X.4121","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4121",0,0,0,0
"X.4122","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4122",0,0,0,0
"X.4123","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4123",0,0,0,0
"X.4124","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4124",0,0,0,0
"X.4125","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4125",0,0,0,0
"X.4126","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4126",0,0,0,0
"X.4127","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4127",0,0,1,0
"X.4128","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4128",0,0,0,0
"X.4129","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4129",0,0,0,0
"X.4130","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4130",0,0,0,0
"X.4131","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4131",0,0,0,1
"X.4132","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4132",0,0,0,1
"X.4133","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4133",0,0,0,0
"X.4134","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4134",0,1,0,1
"X.4135","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4135",0,0,0,0
"X.4136","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4136",0,0,0,0
"X.4137","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4137",0,0,0,0
"X.4138","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4138",0,0,0,0
"X.4139","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4139",0,0,0,0
"X.4140","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4140",1,0,0,0
"X.4141","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4141",1,0,0,0
"X.4142","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4142",0,1,1,0
"X.4143","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4143",0,0,0,0
"X.4144","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4144",0,0,0,0
"X.4145","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4145",0,0,0,0
"X.4146","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4146",0,0,0,0
"X.4147","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4147",0,0,0,0
"X.4148","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4148",0,0,0,0
"X.4149","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4149",1,0,1,0
"X.4150","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4150",0,1,0,1
"X.4151","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4151",0,0,1,0
"X.4152","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4152",0,0,0,0
"X.4153","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4153",0,0,1,0
"X.4154","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4154",0,0,0,0
"X.4155","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4155",0,0,0,0
"X.4156","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4156",0,0,0,0
"X.4157","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4157",0,0,0,0
"X.4158","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4158",1,0,0,1
"X.4159","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4159",0,0,1,0
"X.4160","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4160",0,0,0,0
"X.4161","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4161",0,1,0,0
"X.4162","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4162",0,0,0,0
"X.4163","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4163",1,1,0,0
"X.4164","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4164",0,0,0,0
"X.4165","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4165",1,1,1,0
"X.4166","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4166",0,0,0,0
"X.4167","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4167",0,0,0,0
"X.4168","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4168",1,0,0,0
"X.4169","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4169",0,0,0,0
"X.4170","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4170",1,1,0,1
"X.4171","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4171",0,0,0,0
"X.4172","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4172",0,0,0,0
"X.4173","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4173",0,0,0,0
"X.4174","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4174",0,0,0,0
"X.4175","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4175",0,0,0,0
"X.4176","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4176",0,0,0,0
"X.4177","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4177",0,0,0,0
"X.4178","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4178",0,0,1,0
"X.4179","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4179",0,0,0,0
"X.4180","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4180",0,0,0,0
"X.4181","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4181",0,1,0,0
"X.4182","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4182",0,0,0,0
"X.4183","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4183",1,0,0,0
"X.4184","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4184",0,0,0,0
"X.4185","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4185",0,0,1,0
"X.4186","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4186",0,0,0,0
"X.4187","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4187",0,0,0,0
"X.4188","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4188",0,0,0,0
"X.4189","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4189",0,0,0,1
"X.4190","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4190",0,0,0,0
"X.4191","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4191",0,0,0,0
"X.4192","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4192",0,0,0,0
"X.4193","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4193",0,0,0,0
"X.4194","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4194",0,0,0,0
"X.4195","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4195",0,0,0,0
"X.4196","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4196",0,0,0,0
"X.4197","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4197",0,0,0,0
"X.4198","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4198",0,0,0,0
"X.4199","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4199",0,0,0,0
"X.4200","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4200",0,1,0,0
"X.4201","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4201",1,0,0,0
"X.4202","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4202",0,0,0,0
"X.4203","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4203",0,0,0,0
"X.4204","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4204",1,0,0,0
"X.4205","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4205",0,0,1,0
"X.4206","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4206",1,0,0,0
"X.4207","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4207",0,0,0,0
"X.4208","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4208",0,0,0,0
"X.4209","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4209",0,0,0,0
"X.4210","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4210",0,0,0,0
"X.4211","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4211",1,1,0,0
"X.4212","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4212",0,0,0,0
"X.4213","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4213",0,0,0,0
"X.4214","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4214",0,0,0,0
"X.4215","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4215",0,0,0,0
"X.4216","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4216",0,0,0,0
"X.4217","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4217",0,0,0,0
"X.4218","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4218",0,0,1,0
"X.4219","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4219",0,1,0,0
"X.4220","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4220",0,0,0,1
"X.4221","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4221",0,0,0,0
"X.4222","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4222",0,0,0,0
"X.4223","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4223",0,0,0,0
"X.4224","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4224",0,0,1,0
"X.4225","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4225",0,0,1,0
"X.4226","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4226",0,0,0,0
"X.4227","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4227",0,0,0,0
"X.4228","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4228",0,0,0,0
"X.4229","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4229",0,0,0,0
"X.4230","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4230",0,0,1,0
"X.4231","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4231",0,0,0,0
"X.4232","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4232",0,0,1,0
"X.4233","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4233",0,0,0,0
"X.4234","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4234",0,0,0,0
"X.4235","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4235",0,0,0,0
"X.4236","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4236",0,0,0,0
"X.4237","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4237",0,0,0,0
"X.4238","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4238",0,0,0,0
"X.4239","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4239",0,0,1,0
"X.4240","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4240",1,1,0,0
"X.4241","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4241",0,0,0,0
"X.4242","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4242",0,0,0,0
"X.4243","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4243",0,0,0,0
"X.4244","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4244",0,0,0,0
"X.4245","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4245",0,0,0,0
"X.4246","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4246",0,0,0,0
"X.4247","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4247",0,0,0,0
"X.4248","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4248",0,0,0,0
"X.4249","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4249",0,0,0,0
"X.4250","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4250",0,0,0,0
"X.4251","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4251",0,0,0,0
"X.4252","RD.190309.40.m.m1.p2.CCI.ipsi.Rdata","X.4252",0,0,0,0
